,logFC,AveExpr,t,P.Value,adj.P.Val,B,Mean_NT,Mean_Angptl3,log2FC_Angptl3_vs_NT
Fyco1,0.339922665,3.525512739,2.445998772,0.02886607,0.243804621,-3.704824481,8.761376,11.089175,0.339922665
Exoc2,0.339774992,2.180996034,2.279321079,0.039528094,0.28243022,-3.988493914,2.998346667,3.7945852,0.339774992
Lrig3,0.339744072,2.055081982,2.1228912,0.052832503,0.320961009,-4.247020874,2.811386667,3.5579,0.339744072
Gjc2,0.33919826,0.860791851,1.125926842,0.279866317,0.634853706,-5.620813913,0.726543967,0.9191169,0.33919826
Erc2,0.33914762,1.469485854,2.095106381,0.055594335,0.328014285,-4.292051683,1.534529667,1.9411938,0.33914762
Miip,0.338295216,3.620250759,3.205175107,0.006633602,0.124127503,-2.346017049,9.977480333,12.614147,0.338295216
Zfp945,0.33829201,1.457948629,2.268277669,0.0403528,0.283268665,-4.007006594,1.571799333,1.9871614,0.33829201
Zfp14,0.338071744,0.852598337,0.900740763,0.383555342,0.71737757,-5.839409846,0.756692033,0.95650864,0.338071744
Ces1f,0.337559601,7.518831015,1.76434385,0.100336341,0.418946683,-4.803611464,143.8818867,181.811642,0.337559601
Xaf1,0.337210275,1.91765399,1.43557123,0.173947862,0.525014806,-5.257161192,2.720819,3.4372416,0.337210275
Nudt7,0.33708931,7.910602965,2.762534237,0.01571874,0.186039836,-3.148287799,203.7406333,257.36628,0.33708931
Dgkq,0.336932682,2.976787901,2.710742765,0.017375323,0.19358322,-3.240637944,5.996940667,7.5745458,0.336932682
Psmf1,0.336815509,3.262812341,2.717355257,0.01715469,0.193136462,-3.228871234,7.196427333,9.0888412,0.336815509
Apol9b,0.336793408,6.823860535,2.161591779,0.049197891,0.311285812,-4.183833539,104.2161,131.619348,0.336793408
Ccn2,0.336787199,1.898691351,0.594967654,0.561731852,0.820512979,-6.065878529,2.707960867,3.4199947,0.336787199
Sc5d,0.336714147,7.49323914,2.330293704,0.035923798,0.270007493,-3.902570044,157.2061967,198.532092,0.336714147
Fgfr3,0.336288013,4.129945524,1.714474403,0.109354793,0.432545493,-4.876298247,13.644054,17.2256734,0.336288013
Pah,0.335863861,9.958907907,3.326791518,0.00522971,0.110499268,-2.123199476,853.9002333,1077.7356,0.335863861
Hmgn2,0.335843986,3.784015306,3.281625139,0.005712513,0.115730375,-2.206006076,11.01129633,13.8975282,0.335843986
Abhd15,0.335043879,3.975976652,2.15365881,0.049923367,0.313094971,-4.19682913,12.24278633,15.4432438,0.335043879
3830406C13Rik,0.334877881,2.142505753,2.227070838,0.043575475,0.293164457,-4.075746732,3.083574667,3.8892222,0.334877881
D130020L05Rik,0.334843756,2.447415451,2.196405108,0.046129139,0.302348398,-4.126546344,3.668446,4.6267938,0.334843756
Angptl6,0.334382193,3.583865054,2.350854237,0.034560042,0.265695934,-3.867697247,9.50507,11.9843474,0.334382193
Smg9,0.334197487,2.867357971,3.557096711,0.003335978,0.092691273,-1.700637343,5.384153,6.7876722,0.334197487
Ccdc9,0.33412046,3.598999961,2.687598961,0.018169535,0.197367513,-3.281763521,9.790125,12.3415162,0.33412046
Rpusd1,0.334098214,1.560163692,1.082136187,0.298193014,0.649887502,-5.666534353,1.566685,1.9749462,0.334098214
Tcf3,0.333477678,4.075300071,2.151776094,0.050097002,0.313554655,-4.199910107,13.84736,17.448326,0.333477678
Rab3a,0.333231806,2.088983316,1.163687356,0.264759058,0.619961938,-5.580196808,3.170416667,3.9941936,0.333231806
Igkv15-103,0.333052117,0.714407638,-0.294147155,0.773131392,0.917406121,-6.201955037,0.936523933,1.17971624,0.333052117
Ttc21b,0.332524739,0.760322539,1.193183438,0.253399952,0.609502162,-5.547715774,0.5948051,0.74898756,0.332524739
S1pr2,0.332440421,1.659748994,1.163575835,0.264802736,0.619961938,-5.580318369,1.889438,2.3790698,0.332440421
A930001C03Rik,0.332296326,0.864327389,1.33281651,0.204708418,0.56122209,-5.385313442,0.720905233,0.90763104,0.332296326
Thg1l,0.331940844,1.535540489,1.58714019,0.135679791,0.477535989,-5.055822612,1.766633333,2.2236712,0.331940844
Inafm1,0.33188415,3.891043952,1.838407829,0.088160549,0.397811562,-4.693351693,11.80324,14.85622,0.33188415
Mettl27,0.331855042,2.93454313,2.32874802,0.036028359,0.270308006,-3.905186807,5.783628333,7.2794522,0.331855042
Copg2,0.33159205,3.323681999,2.844607767,0.013404999,0.170562909,-3.001118845,7.499903333,9.437888,0.33159205
Gabra3,0.331438488,0.903476155,0.773322435,0.452695762,0.757388118,-5.94408255,0.802391767,1.00962336,0.331438488
Fancl,0.331435254,2.115836986,1.837651519,0.088277883,0.397811562,-4.694491091,2.626534667,3.3048754,0.331435254
Stx17,0.330937275,3.550471132,3.013764806,0.00964227,0.148258614,-2.695186271,9.344806333,11.7541804,0.330937275
Enpp6,0.330899091,0.708979609,0.960404511,0.353782815,0.694885596,-5.785560615,0.522576667,0.65729536,0.330899091
Zmym4,0.330691372,1.870704187,2.054462068,0.059876156,0.339107219,-4.357401926,2.294224,2.8852526,0.330691372
Tincr,0.330561876,0.642495752,0.708098897,0.490961612,0.782630074,-5.992041047,0.47985673,0.603421292,0.330561876
Pkp3,0.330088642,1.087223476,0.897723921,0.385105059,0.718105021,-5.842052123,1.0296779,1.29439842,0.330088642
Atxn3,0.33002212,2.882999083,3.268942633,0.005855944,0.117070311,-2.229247472,5.762376667,7.2434956,0.33002212
Eola1,0.329805148,4.073593306,1.878252062,0.082173851,0.387042113,-4.63294505,13.62988667,17.130636,0.329805148
Il33,0.329381913,1.166172133,0.871586744,0.398709632,0.725476436,-5.864615513,1.302696067,1.63680498,0.329381913
Hpd,0.329049191,10.48121913,4.005024166,0.001401895,0.064663593,-0.883093926,1232.577,1548.345,0.329049191
Rad50,0.329016315,2.201736798,1.650114666,0.122043051,0.456182939,-4.968159876,3.243772667,4.0746864,0.329016315
Abcc6,0.328803909,6.388252765,2.480441824,0.027035247,0.236942797,-3.645293631,70.10576667,88.050856,0.328803909
Gm4540,0.328501399,1.113982236,0.867970005,0.400617306,0.725810037,-5.867691111,1.254878067,1.57576084,0.328501399
Cyp4a12b,0.328365309,5.320372825,1.424773051,0.17698904,0.528977547,-5.270956741,30.96362,38.877608,0.328365309
Arhgap18,0.327575784,1.776899717,1.374253025,0.19180801,0.545581209,-5.334484628,2.100579667,2.6360236,0.327575784
A730081D07Rik,0.327163877,0.601401913,0.775637317,0.451372895,0.756687664,-5.94230942,0.5361496,0.67262364,0.327163877
Polm,0.32707276,2.456640997,2.017549433,0.064026595,0.349675521,-4.41619558,4.018065,5.0405238,0.32707276
Sgce,0.32699151,1.047274554,1.400618133,0.183951829,0.536592741,-5.301541399,0.935065833,1.17294174,0.32699151
Fstl1,0.326883005,1.539088976,1.448428553,0.17038359,0.520448869,-5.240636803,1.778069633,2.2302336,0.326883005
2510002D24Rik,0.326346868,3.892263573,1.775273917,0.098450129,0.415895581,-4.787510404,11.94919,14.982306,0.326346868
Psmc3ip,0.326138843,0.807360066,0.654802352,0.523624706,0.80124004,-6.028321801,0.660849167,0.82847598,0.326138843
Ggt6,0.326131282,5.005066432,2.520735998,0.02503481,0.227042871,-3.575293489,26.76048,33.548198,0.326131282
Rps3a3,0.325721719,1.2858878,0.34019918,0.738955792,0.901668784,-6.186957589,1.332134633,1.66955268,0.325721719
Snapin,0.324619259,4.198315534,2.55732063,0.023342584,0.219998857,-3.511421624,14.39262333,18.02437,0.324619259
Pcgf1,0.324510704,2.95145587,1.262694422,0.228130806,0.58651613,-5.468619854,6.342349333,7.9421414,0.324510704
Ndufaf3,0.324480767,3.336859591,1.783813635,0.096998428,0.41403147,-4.77488882,7.363005333,9.220056,0.324480767
Rsrp1,0.324348593,7.73062776,4.12808558,0.001107702,0.059726347,-0.66074982,193.2637333,241.98532,0.324348593
Fam180a,0.324345742,1.527503127,0.833949253,0.418859943,0.736764243,-5.896062239,1.706621767,2.13685512,0.324345742
Sema4g,0.323984211,7.738621666,2.240240348,0.042520077,0.290804516,-4.053836391,183.8059667,230.08514,0.323984211
Lix1l,0.323939192,2.183989848,2.195437561,0.046211951,0.302348398,-4.128144064,3.177194667,3.9770334,0.323939192
Zfp566,0.323938114,0.646555399,0.666610811,0.516281954,0.798388702,-6.020511503,0.540138687,0.676114692,0.323938114
Myct1,0.323409507,1.518285274,1.536963137,0.147465176,0.492723708,-5.124026651,1.7318771,2.16707046,0.323409507
Mmab,0.323257097,4.232501194,2.319952132,0.036628894,0.271964868,-3.920064639,14.66422933,18.3471802,0.323257097
Atxn2,0.323129811,3.56519434,1.917697871,0.076611004,0.377348374,-4.572423946,9.89054,12.3734774,0.323129811
Acot11,0.323106104,2.749217194,0.955002809,0.356409618,0.696059903,-5.790559758,4.734411333,5.9228484,0.323106104
Cyp2c54,0.322981922,7.934094615,1.376378678,0.191164577,0.545376347,-5.331845816,196.0797533,245.278792,0.322981922
Atp7b,0.32247455,3.728465261,1.648475208,0.122382385,0.456813103,-4.970470388,10.14220567,12.68256,0.32247455
Mrs2,0.322355721,3.148157947,3.330833158,0.005188555,0.110306091,-2.115787266,7.297198333,9.124202,0.322355721
Slc35b3,0.322269453,2.664524926,1.865593717,0.084034854,0.390295002,-4.652216257,4.812942667,6.017602,0.322269453
Hand2,0.322223846,2.923169791,1.47838441,0.162315418,0.510969256,-5.201728318,5.164183,6.4565522,0.322223846
Nrf1,0.322132194,1.58882965,1.76770103,0.099753603,0.418544294,-4.798672421,1.794728,2.2437274,0.322132194
Mettl14,0.322120479,1.705396899,2.221729956,0.044010468,0.294526268,-4.084616459,2.032300333,2.5407142,0.322120479
Gm10269,0.322101243,1.867301135,0.839254334,0.415979844,0.734772978,-5.891704974,2.226658667,2.7836574,0.322101243
Klhdc8b,0.321962881,2.423035518,1.753704691,0.102203086,0.421845867,-4.8192259,3.772342,4.7155412,0.321962881
Mme,0.321924007,2.529509778,1.164802614,0.264322558,0.619633446,-5.578980629,3.6014495,4.50179912,0.321924007
0610005C13Rik,0.321830432,6.569457558,2.774983988,0.015344142,0.18387037,-3.126026038,82.17763,102.715084,0.321830432
Acy1,0.321768602,4.627871383,3.03320688,0.009283209,0.145080841,-2.659840362,20.44157333,25.549142,0.321768602
Fn3krp,0.321764739,3.216980615,1.65280856,0.121487248,0.45506905,-4.964360097,6.945552,8.680957,0.321764739
Mthfd2,0.321449016,1.047242194,0.809118504,0.432513568,0.747020999,-5.916125907,1.079803633,1.3493064,0.321449016
Dcbld2,0.32138055,0.569239056,0.719289779,0.484260944,0.778354932,-5.984088858,0.463785667,0.5795121,0.32138055
Scd2,0.321231286,1.807724046,0.847246343,0.411665691,0.732424028,-5.885094087,2.214527467,2.76682266,0.321231286
Irs1,0.320997052,1.874495897,1.633811441,0.125454158,0.461230027,-4.991069691,2.478901867,3.09662828,0.320997052
Slc7a4,0.32084421,1.112891322,0.608753826,0.552820555,0.815429488,-6.05752595,1.059328333,1.32316596,0.32084421
Ccdc126,0.320633171,0.931835173,0.931632676,0.36793185,0.706068476,-5.811905351,0.8228049,1.02758338,0.320633171
Ces3a,0.32046296,10.6844639,2.104141367,0.054681878,0.326541712,-4.27743995,1416.944333,1769.3826,0.32046296
Lars,0.320311095,4.108196889,2.637968728,0.019993578,0.205932326,-3.369636072,14.171691,17.69477,0.320311095
Acad12,0.320066321,1.751534798,1.399939739,0.1841506,0.536804467,-5.30239484,2.028745333,2.5326612,0.320066321
Mtss2,0.319961197,1.234278688,0.968009122,0.350107916,0.692283863,-5.778481343,1.3014807,1.62463442,0.319961197
Hsd3b2,0.319943194,5.016209861,1.187188037,0.255677723,0.611728367,-5.55437084,24.83577667,31.002038,0.319943194
Plpp6,0.319936982,3.073340351,2.052245276,0.060118236,0.339481826,-4.360947952,6.618055667,8.2611602,0.319936982
Kctd18,0.319776227,0.968238897,1.37301606,0.192183254,0.545581209,-5.336018815,0.834260367,1.04127118,0.319776227
Adap2,0.319699021,5.172362963,2.973262647,0.010435033,0.153291351,-2.768710827,31.08611333,38.79765,0.319699021
Tcta,0.319507619,4.201666282,2.64901184,0.019572925,0.204656207,-3.350122583,14.86492667,18.55001,0.319507619
Nat2,0.319496275,4.364962574,1.791763919,0.095664088,0.412175927,-4.763105747,18.43078333,22.999678,0.319496275
Gm5873,0.319334188,0.721953977,0.479399459,0.639347832,0.858491973,-6.128705284,0.501413367,0.62564082,0.319334188
Dmap1,0.319000018,3.188279269,2.753909532,0.015983476,0.18748265,-3.163696063,7.007805333,8.741996,0.319000018
Mrpl47,0.318930799,2.439260749,2.478051203,0.027158637,0.2370344,-3.649434785,3.838674667,4.7883848,0.318930799
Gm5621,0.318610216,1.215105773,0.909580196,0.379039163,0.714203129,-5.831622935,0.913708833,1.1395124,0.318610216
Vangl1,0.318378349,1.797255936,1.367310518,0.193921868,0.547528954,-5.343081982,2.071511,2.5830254,0.318378349
Epcam,0.318259681,0.727647432,0.582157076,0.570081427,0.826061883,-6.073477566,0.677201367,0.844352,0.318259681
Zfp560,0.317894345,1.01387226,1.358405979,0.196660971,0.551117107,-5.354061449,0.914985333,1.14053828,0.317894345
Itpka,0.317755406,1.626148021,1.221702218,0.242780304,0.598012865,-5.515693148,1.673789767,2.0861946,0.317755406
Gm25776,0.317331417,0.73905587,0.362653689,0.722493119,0.895669778,-6.178869169,1.025236167,1.27746848,0.317331417
Igkv4-61,0.317323376,0.412209312,0.40094042,0.694754371,0.882154907,-6.163911595,0.418267933,0.52116882,0.317323376
Nat8f1,0.317118596,8.227528543,2.660955494,0.019127646,0.202746695,-3.32899243,255.5734,318.40352,0.317118596
Nupr1l,0.317117171,0.564317928,0.562458866,0.583047665,0.834457139,-6.084855628,0.4382979,0.54604844,0.317117171
Crybg2,0.316959821,1.176961266,0.347451942,0.73362331,0.89915529,-6.184400498,1.206150033,1.50250438,0.316959821
Rb1,0.316902803,1.655314496,1.625334863,0.127260188,0.462378672,-5.002922427,1.770559,2.205503,0.316902803
Gm9493,0.316839585,1.884447828,1.234740634,0.238042656,0.595458737,-5.500853115,2.428275667,3.02465752,0.316839585
Lect2,0.316645458,7.66033319,1.887920211,0.080777607,0.384678104,-4.618176526,166.8404333,207.7883,0.316645458
Ifih1,0.316381399,3.314198445,2.479161182,0.027101279,0.2370344,-3.647512193,7.882021,9.8147192,0.316381399
Orc3,0.316240735,2.789098571,3.052437428,0.008941102,0.142542656,-2.62484799,5.253877667,6.5415084,0.316240735
Slamf9,0.315894717,0.970330659,0.390821969,0.702043029,0.885622773,-6.168007104,0.902521717,1.123444044,0.315894717
Vrk2,0.315809669,0.908516637,1.039391176,0.316929355,0.666774222,-5.709700386,0.7823782,0.97383398,0.315809669
Arl14ep,0.315717444,2.526272428,2.638291436,0.019981161,0.205932326,-3.369066161,4.439314667,5.5253062,0.315717444
Tmem168,0.315699815,3.075996842,2.913117974,0.01173255,0.160827924,-2.877592374,6.576815667,8.185605,0.315699815
Capn8,0.315579958,3.606378822,0.907407914,0.380145618,0.715231959,-5.833542766,10.474871,13.036101,0.315579958
Abhd18,0.315088896,1.130204604,1.617594779,0.128928933,0.465045024,-5.01370989,1.079142767,1.3425489,0.315088896
Ass1,0.314825695,11.06381493,2.950288836,0.010913014,0.156978464,-2.810345553,1992.792633,2478.75776,0.314825695
Hsd3b3,0.314782901,5.472429963,1.560180864,0.141907415,0.485587551,-5.092652805,35.14438667,43.713448,0.314782901
Irf6,0.314688923,3.466393916,2.500675857,0.026012233,0.232040973,-3.610189345,9.250387,11.5051082,0.314688923
Fads6,0.314354774,6.125983682,2.708478809,0.017451496,0.193760177,-3.244664905,60.93404667,75.76877,0.314354774
Pced1b,0.314307755,2.049515176,1.188045158,0.255351118,0.611640869,-5.553421059,2.464449667,3.0643334,0.314307755
Tcf19,0.314169999,2.101119374,0.963879896,0.352099989,0.693974748,-5.782331313,2.851444333,3.5451898,0.314169999
Mthfs,0.314055263,0.980001188,1.196699698,0.252071397,0.608346288,-5.543800134,0.813708933,1.01160074,0.314055263
Tasor,0.313949694,2.122352957,1.762709407,0.100621139,0.419551563,-4.806013975,3.03568,3.773673,0.313949694
Bora,0.313673436,0.98373776,1.300102099,0.215382717,0.573063493,-5.424609088,0.880734133,1.09463654,0.313673436
L3mbtl3,0.313654041,1.374733261,1.340331277,0.202317906,0.559436939,-5.376182251,1.536015567,1.9090394,0.313654041
Pigv,0.313634283,2.634018751,2.559075563,0.023264247,0.219998857,-3.508350464,4.357246333,5.4153364,0.313634283
Aasdh,0.313361662,1.78485926,2.325586444,0.036243131,0.270963584,-3.910537044,2.152853333,2.675135,0.313361662
Gm5905,0.31316297,1.826266242,0.781015598,0.448308835,0.754990413,-5.938171186,2.190955,2.7221052,0.31316297
Wnk4,0.313116986,2.10145189,0.933235356,0.367133502,0.706023192,-5.810456245,2.822405333,3.5065254,0.313116986
Cyp2a4,0.313008006,0.788937436,0.582855862,0.569624281,0.825990805,-6.073067102,0.570618267,0.70887632,0.313008006
Plekhn1,0.312998054,1.893844016,2.110664589,0.05403175,0.324596385,-4.266871539,2.219738333,2.7575512,0.312998054
Clk2,0.312992639,3.531914318,2.914177896,0.011708361,0.160711843,-2.875676935,9.451476667,11.7413988,0.312992639
Snca,0.312722207,0.752517837,0.859328694,0.405199924,0.728435192,-5.874993375,0.740196567,0.91936048,0.312722207
Palm,0.312262565,0.825559412,1.080408138,0.29893416,0.651023506,-5.668307661,0.6986106,0.86743226,0.312262565
Sdr39u1,0.312260841,2.696708018,1.876221096,0.082469913,0.387070027,-4.636041994,4.544467667,5.6426472,0.312260841
Nat8f5,0.312228821,4.514541726,1.045912858,0.314016207,0.66374302,-5.70320911,17.00420667,21.112838,0.312228821
Iffo2,0.311816995,3.238404835,1.338418623,0.202924178,0.560107506,-5.378509997,7.661914,9.5105042,0.311816995
Tmem71,0.311393296,1.463878373,1.034929584,0.318933638,0.6690254,-5.714121397,1.648516667,2.04565346,0.311393296
Ehhadh,0.311366366,6.777315184,2.091274251,0.055985595,0.329044305,-4.298239957,94.8872,117.743854,0.311366366
Tpm3-rs7,0.311101521,0.659920672,0.705819947,0.492332938,0.783435531,-5.993646321,0.4828974,0.59910888,0.311101521
Zfp74,0.31106563,1.385194159,1.45962322,0.167330068,0.517029241,-5.226163088,1.409026067,1.74807118,0.31106563
Mapk1ip1,0.310885029,3.049915172,1.960691274,0.070938987,0.365639478,-4.505674866,6.354809,7.88294,0.310885029
Atpaf1,0.31080492,3.024865378,3.207293545,0.006606181,0.124127503,-2.342140499,6.069868,7.5290616,0.31080492
Tnrc6a,0.310380854,3.516487953,2.641850964,0.019844705,0.205453358,-3.362778647,9.366881333,11.6152608,0.310380854
A930033H14Rik,0.310340537,2.431382457,1.077308854,0.300266846,0.652367295,-5.671482193,4.057428667,5.031213,0.310340537
Dct,0.310213405,1.447569196,1.063094787,0.306435396,0.656635506,-5.685943625,1.526315667,1.8924652,0.310213405
Camsap3,0.310176332,3.188020329,2.124700389,0.052657165,0.320695909,-4.244078917,7.104788333,8.8089374,0.310176332
Gtpbp3,0.310159889,2.837452181,1.75627902,0.101748593,0.421132188,-4.815453,5.485944333,6.8017212,0.310159889
Lzts3,0.310155517,4.323635166,2.178989159,0.047641225,0.306567257,-4.155257044,16.26908,20.171078,0.310155517
Sprn,0.309995665,0.611453997,0.635735293,0.535606059,0.806225221,-6.040656898,0.403556067,0.50029006,0.309995665
Upp2,0.309912565,6.49620077,1.402304274,0.183458553,0.536379852,-5.299418867,72.30275667,89.628852,0.309912565
Mccc2,0.309854047,5.314395637,4.118969258,0.001127146,0.059726347,-0.67717647,32.72721333,40.568074,0.309854047
Myom3,0.309854043,0.565324521,0.450736236,0.659353038,0.868028004,-6.142272753,0.43217832,0.53572059,0.309854043
H4c8,0.309794951,2.970351245,0.885706349,0.391320621,0.722843614,-5.852499841,6.343263333,7.8626748,0.309794951
Gm36251,0.309488116,2.025866914,1.845074393,0.087132334,0.396711683,-4.683296619,2.986580667,3.7011736,0.309488116
Ciapin1,0.309103235,2.963272128,1.884217998,0.081309716,0.38575264,-4.623836869,5.749184333,7.1228792,0.309103235
Ccdc122,0.308919883,2.159605686,1.554447348,0.143262969,0.486808514,-5.10043034,3.403598,4.2163088,0.308919883
Cxxc5,0.308621862,5.444303876,2.184049877,0.047197129,0.304860135,-4.146924912,38.42033,47.584502,0.308621862
Cebpa,0.308491318,8.897225994,1.845196128,0.087113659,0.396711683,-4.683112812,418.4784333,518.2487,0.308491318
Atg101,0.308393011,4.974882017,2.480013541,0.027057313,0.236942797,-3.646035625,26.66424333,33.019068,0.308393011
Timeless,0.308260164,1.922370894,1.803643101,0.093700827,0.409183551,-4.745441447,2.497668333,3.0926468,0.308260164
Trmt5,0.308257901,2.787721701,2.228004384,0.043499857,0.293164457,-4.074195418,5.178922333,6.4126018,0.308257901
Ccdc30,0.307965406,0.926295476,0.778366363,0.449816483,0.755961887,-5.940212852,0.6990568,0.86540478,0.307965406
Gm18760,0.307800419,2.074157208,0.675966955,0.510506585,0.794798131,-6.014230694,3.0552758,3.78187856,0.307800419
Kat5,0.307743586,3.726301314,3.427504864,0.004295503,0.103352773,-1.938422002,11.425645,14.1423238,0.307743586
Sp4,0.307505007,1.334054129,0.981022834,0.34388188,0.687548262,-5.766254776,1.3746037,1.70116226,0.307505007
Ust,0.307296844,0.526361696,0.782878758,0.447250451,0.754755469,-5.936731537,0.432287613,0.534907096,0.307296844
Snx24,0.307247827,3.147242883,2.084004192,0.056734889,0.331802059,-4.309964778,7.086681333,8.7686698,0.307247827
Arhgef10l,0.306790373,3.633303411,2.033669728,0.062182492,0.34601115,-4.390586016,10.03779067,12.4162726,0.306790373
1700047M11Rik,0.306765238,1.149073865,1.24819479,0.233230501,0.591387826,-5.485409866,1.148176033,1.42021474,0.306765238
Ccdc159,0.30675193,2.685774611,1.851944791,0.086083968,0.394201982,-4.672912113,4.530813333,5.6042526,0.30675193
Fam13b,0.306538337,3.408489022,2.057589342,0.05953618,0.338441302,-4.352396224,8.737887667,10.806466,0.306538337
Appl2,0.306379103,2.875341807,2.416501196,0.030527863,0.251373166,-3.7555738,5.665925333,7.0064842,0.306379103
Arhgef16,0.30588652,1.818406454,1.265085286,0.227298468,0.585543612,-5.465836793,2.029302233,2.50857882,0.30588652
Rab10os,0.305675619,2.364775213,2.83132091,0.01375549,0.171640559,-3.025007379,3.716693,4.5938226,0.305675619
Wdr54,0.305665446,0.795006565,1.281784548,0.221552025,0.578514793,-5.44628419,0.770611633,0.9524672,0.305665446
Gm5837,0.305368659,0.57266654,0.469528715,0.646205114,0.861471813,-6.133468782,0.388356077,0.479904952,0.305368659
Gm36283,0.304668884,0.496406738,0.737505371,0.473473131,0.770514948,-5.970899102,0.426132343,0.526331026,0.304668884
Rarres1,0.304607334,6.943536524,1.427056364,0.176342317,0.52778627,-5.268045926,108.4905967,133.99483,0.304607334
Rfc4,0.304556118,1.700110794,0.92680381,0.370344548,0.707959424,-5.816258329,2.266804833,2.79959144,0.304556118
Enpp5,0.304499464,3.586326717,2.300738051,0.037973878,0.277261019,-3.952485644,9.555906,11.8014492,0.304499464
Spata46,0.304487119,1.305821497,-0.096624579,0.92444806,0.978097011,-6.241743102,1.6476755,2.0348455,0.304487119
Mthfsd,0.304324786,1.741517831,1.875618403,0.082557954,0.387070027,-4.636960653,2.022401,2.4973428,0.304324786
Ctdspl,0.304191989,1.631875158,1.356647148,0.197205717,0.551514633,-5.356223773,1.859716333,2.2962418,0.304191989
Ces1g,0.304172592,7.347756178,1.828527966,0.089704399,0.400142446,-4.70821442,128.7218167,158.934154,0.304172592
Xrcc3,0.304135573,2.760783958,1.831833635,0.089185169,0.3994402,-4.703246745,5.043781,6.2274486,0.304135573
Mre11a,0.303824191,1.629826896,1.480356949,0.161795591,0.510588708,-5.199146388,1.809912,2.2341774,0.303824191
Tmprss2,0.303764679,2.336485709,1.023426599,0.324143726,0.67335136,-5.725445362,4.145035333,5.116471,0.303764679
Cers5,0.303639388,1.240239668,0.931292107,0.368101654,0.706068476,-5.812213005,1.256193367,1.55046176,0.303639388
2500002B13Rik,0.303388037,1.155306482,1.07790643,0.300009547,0.652252442,-5.670870701,1.1572647,1.42810982,0.303388037
Tmem184a,0.303148846,2.497389735,1.810816259,0.09253282,0.407208223,-4.734741462,3.813266,4.704939,0.303148846
Tmem53,0.303103804,4.367017467,2.16553282,0.048841151,0.309796602,-4.177369257,17.65886667,21.787438,0.303103804
Mtmr11,0.303099279,1.006997084,0.751049752,0.465548004,0.76533861,-5.960895248,1.104508833,1.36273424,0.303099279
Lgr5,0.303003609,1.60513683,1.065710227,0.305293383,0.656020388,-5.683294747,2.010532933,2.4804151,0.303003609
Mcrip1,0.302752435,4.681344478,2.058737293,0.05941183,0.338270365,-4.350557793,21.55592,26.58913,0.302752435
Rfx5,0.302613123,2.013579474,1.287129325,0.219737496,0.576751316,-5.439984239,2.822493,3.4811962,0.302613123
Poglut1,0.302507795,2.634719672,1.584568937,0.136263448,0.478440932,-5.05935365,4.605811667,5.6802846,0.302507795
Emc9,0.302296179,4.364622606,1.575300332,0.138385301,0.481087771,-5.072050002,16.41095333,20.236436,0.302296179
Lsm8,0.301951462,1.862734707,1.911056507,0.077523035,0.378046988,-4.582662668,2.465459,3.0394446,0.301951462
Npff,0.30186638,1.861910827,0.956596635,0.355633132,0.69578262,-5.789087255,2.615809067,3.22460762,0.30186638
Cnnm3,0.301657617,2.551915275,1.923906717,0.075767189,0.375090309,-4.562834331,4.217664,5.198523,0.301657617
Glipr1,0.301464812,0.710028594,0.399885839,0.69551257,0.882576939,-6.164343212,0.427223067,0.5265076,0.301464812
Prmt6,0.301406228,1.57398063,1.408439143,0.181673018,0.534207011,-5.291680421,1.836288667,2.2629412,0.301406228
Albfm1,0.301226133,4.597814786,1.531339589,0.148838879,0.494141981,-5.131577042,20.40657333,25.1448,0.301226133
Arglu1,0.300930107,3.760224558,2.710503602,0.017383354,0.19358322,-3.24106339,11.814002,14.5541226,0.300930107
Aass,0.300814841,7.261556873,2.180572045,0.047501903,0.306016803,-4.152651869,140.7725767,173.409286,0.300814841
A330040F15Rik,0.300739969,1.80189113,0.956973438,0.355449734,0.695530436,-5.788738823,2.278238667,2.8062798,0.300739969
Klhl26,0.300723891,2.024164176,1.086650257,0.296263423,0.648082585,-5.661890917,2.608040667,3.2124862,0.300723891
Cyp26b1,0.300668178,1.526831477,0.609146337,0.552567974,0.81532894,-6.057285494,2.292299067,2.82345856,0.300668178
Snord35a,0.300624712,0.708975366,-0.058398915,0.954288759,0.986786356,-6.244807543,0.461846333,0.5688458,0.300624712
Elp1,0.300602614,2.30834275,2.343289534,0.035055981,0.268055381,-3.880541719,3.430512333,4.2252206,0.300602614
Taok3,0.300556395,3.445390127,1.465536048,0.165735814,0.513879066,-5.218486156,9.883421667,12.172613,0.300556395
Ubox5,0.300525766,1.782302234,1.465886377,0.165641757,0.513835708,-5.21803061,2.005598333,2.4700812,0.300525766
Psen2,0.300382694,5.960763675,4.63737208,0.000424757,0.04202127,0.243178065,56.20876667,69.219468,0.300382694
Firre,0.300338124,3.692490631,2.96819282,0.010538701,0.154085117,-2.777903255,10.432256,12.8466242,0.300338124
Morn2,0.300319886,3.068136987,2.002085803,0.065842683,0.352774024,-4.440663369,6.422818333,7.9091704,0.300319886
Samd4,0.300152126,0.940396829,1.067523708,0.304503389,0.656020388,-5.681454877,0.8510327,1.04785464,0.300152126
Mid2,0.300069022,1.297712565,1.446241805,0.17098546,0.521451561,-5.243454731,1.323663167,1.62969848,0.300069022
Col5a2,0.299785457,0.692484934,0.563990828,0.582033779,0.833847674,-6.083984099,0.571695467,0.70373502,0.299785457
