,logFC,AveExpr,t,P.Value,adj.P.Val,B,Mean_NT,Mean_Angptl3,log2FC_Angptl3_vs_NT
Cyb5d1,0.299722534,4.594615589,2.412619525,0.030753235,0.252143982,-3.7622355,20.493576,25.2256996,0.299722534
Tmem14a,0.299640061,2.599141055,1.687021872,0.1146181,0.44133188,-4.915755252,4.183545,5.1492632,0.299640061
Gm15446,0.29958768,1.705213361,1.866273046,0.083934024,0.390224413,-4.651183923,2.087787,2.5696328,0.29958768
Mup12,0.299554454,6.225540257,0.946873113,0.36038879,0.699723374,-5.798037412,74.74608667,91.994812,0.299554454
Nat8f6,0.29934401,1.548884904,0.480726284,0.638428672,0.857825512,-6.12805768,1.5919343,1.95901006,0.29934401
Zbtb22,0.299217222,3.786018518,2.947843008,0.010965157,0.156978464,-2.814774892,11.00528933,13.541751,0.299217222
Ap3m2,0.299000407,0.90062774,0.906368224,0.380675968,0.715807676,-5.8344602,0.8560796,1.05322762,0.299000407
Dtwd2,0.298951495,1.201358244,1.310572124,0.211918813,0.570007071,-5.412113898,1.200956767,1.47747704,0.298951495
Rpusd4,0.29890702,2.276290815,1.945589044,0.072886277,0.369545692,-4.529213103,3.498881333,4.304366,0.29890702
Zfp709,0.298867524,0.749472405,1.025776171,0.323074533,0.672496687,-5.723141087,0.615781267,0.7575208,0.298867524
Tcp11l1,0.298561721,0.979052079,1.16948777,0.262494875,0.618608673,-5.57386121,0.939178733,1.1551125,0.298561721
Mug1,0.298463951,10.50638746,1.97070478,0.069674139,0.362192003,-4.490014206,1267.969367,1559.39222,0.298463951
Atg10,0.297918108,2.229455669,1.738465459,0.104930552,0.426822626,-4.841490738,3.603115667,4.429559,0.297918108
Stau2,0.297834657,1.236063447,1.383757042,0.188944875,0.542722147,-5.322662743,1.233485333,1.51632102,0.297834657
Parp12,0.297581092,4.285950166,2.074844381,0.057692174,0.333858936,-4.324708849,16.65336333,20.468348,0.297581092
Eln,0.297466679,0.503345241,0.789389517,0.443564414,0.752763819,-5.93167624,0.382534567,0.47012904,0.297466679
Cnbd2,0.297452976,0.597276578,0.42516436,0.677433505,0.87628283,-6.153692418,0.56273162,0.69158185,0.297452976
Tsc1,0.296887152,2.515272711,1.923837788,0.07577651,0.375090309,-4.562940886,4.087054667,5.0209094,0.296887152
Ptbp2,0.29624097,1.548996794,1.99204382,0.067047225,0.355782405,-4.456500212,1.834416333,2.2525546,0.29624097
Dcp1b,0.296126005,1.187732292,1.498764191,0.157011878,0.503590246,-5.174935389,1.177097133,1.44529038,0.296126005
Snhg20,0.295652394,3.405545441,1.958482399,0.071220806,0.366499968,-4.509123706,8.722231,10.7060144,0.295652394
Slc22a3,0.295639061,1.937383976,1.036148996,0.318384925,0.668573516,-5.712914675,2.812112333,3.451667,0.295639061
Fn3k,0.29551502,2.832940068,1.585869916,0.135967866,0.478022562,-5.057567528,5.373136667,6.5945744,0.29551502
Cela2a,0.295501249,0.883780357,0.548058504,0.592622774,0.837177742,-6.092937473,0.8325061,1.02174416,0.295501249
Oxsm,0.295500952,4.129762681,2.888199494,0.012315625,0.165484239,-2.922586786,14.3503,17.612282,0.295500952
Tmcc3,0.295031102,2.135986466,1.401251804,0.183766322,0.536495582,-5.300743948,3.074604667,3.7722676,0.295031102
Trim34a,0.29477672,2.050701766,1.58780545,0.135529132,0.477535989,-5.054908402,3.147879667,3.8614886,0.29477672
Zfp710,0.294668322,2.853623151,1.734584885,0.105635284,0.426909307,-4.847141214,5.669432,6.954142,0.294668322
Etnppl,0.294090616,3.422985815,0.817016796,0.428139665,0.743979684,-5.909803234,10.88569237,13.34707662,0.294090616
Stambp,0.294072327,1.61658917,2.037820013,0.061715694,0.344910828,-4.383975869,1.783592,2.1868556,0.294072327
Tpcn2,0.293866227,1.513664518,1.318181303,0.209429639,0.566859184,-5.402984859,1.612357,1.9766226,0.293866227
Klhl22,0.29382306,2.643423665,2.477278419,0.027198639,0.2370344,-3.650773151,4.586103333,5.622033,0.29382306
Tm4sf1,0.293696417,2.102874173,1.163807964,0.264711827,0.619961938,-5.580065332,2.571558667,3.1521572,0.293696417
Gtf2a1,0.29346198,3.020087809,2.26839855,0.040343686,0.283268665,-4.006804159,6.454139667,7.9100498,0.29346198
Agpat5,0.292906968,1.573606635,1.864533704,0.084192406,0.390479753,-4.653826667,1.767952667,2.16593,0.292906968
Camk2g,0.292654637,2.274037906,1.920427191,0.07623903,0.376513316,-4.568210588,3.360917333,4.116761,0.292654637
Rnf113a1,0.292635101,1.644559264,1.111809931,0.285679103,0.639844982,-5.635716597,1.881445833,2.30453688,0.292635101
Zmym3,0.292463831,2.52685248,1.812918418,0.092192999,0.40621921,-4.731600978,4.203835333,5.1485636,0.292463831
Gsdme,0.292388918,1.190508516,1.530853375,0.148958159,0.494280819,-5.132228954,1.193364733,1.4614738,0.292388918
Cd180,0.29221137,0.688431812,0.869922484,0.399586699,0.725623744,-5.866032177,0.568116433,0.69566754,0.29221137
Paxx,0.291628149,3.494005488,1.148462028,0.270773542,0.625676614,-5.596705297,9.455921667,11.5742454,0.291628149
Inf2,0.29146561,5.547335159,2.234567936,0.042971679,0.292794753,-4.063280527,38.51146,47.13352,0.29146561
Adamts10,0.291287532,2.502870178,1.644499936,0.123208597,0.457355472,-4.9760666,4.003681333,4.8994326,0.291287532
Tmem98,0.291216428,2.998630376,2.072990922,0.057887686,0.334256035,-4.327688382,5.619586667,6.8765286,0.291216428
Mindy1,0.291093117,4.922507979,3.203305167,0.006657902,0.124127503,-2.349438702,25.95933667,31.762988,0.291093117
Unc93a2,0.290818427,1.584649075,0.821942726,0.425426365,0.741646186,-5.905831926,1.9819014,2.4245275,0.290818427
Khdrbs1,0.290527464,3.596979923,2.981217994,0.010274391,0.152686436,-2.754281432,9.779962333,11.9617484,0.290527464
Fkbp7,0.290468036,2.198828802,1.282870901,0.221182247,0.578326407,-5.445005333,3.488980333,4.267152,0.290468036
Fhad1,0.290444371,1.107241773,0.998199959,0.335785197,0.681394606,-5.749901636,0.958008867,1.17166106,0.290444371
Angptl2,0.290265947,2.693703881,1.656305267,0.120769097,0.454077203,-4.959421952,4.600108,5.6253142,0.290265947
Cdca7,0.29023534,1.44758042,1.111352908,0.285868796,0.63993292,-5.636196469,1.500446333,1.8348054,0.29023534
Abca5,0.290233769,1.147582946,1.323375267,0.207744133,0.565718117,-5.396730332,1.0953146,1.33939276,0.290233769
Gnpda1,0.290100649,3.661815624,1.416351093,0.1793915,0.531551968,-5.281663893,11.04651333,13.5068544,0.290100649
Slc38a9,0.290094124,1.382037431,1.964169249,0.070497312,0.364393154,-4.500240297,1.477761,1.806888,0.290094124
Mrps30,0.289794916,1.940574151,2.317299699,0.036811841,0.272501577,-3.924546694,2.561059,3.1308088,0.289794916
Cdc42ep4,0.289466774,4.980060163,1.812797051,0.092212588,0.40621921,-4.73178235,27.3287,33.400822,0.289466774
Zscan26,0.289391383,4.598139736,2.302642585,0.037838502,0.27704817,-3.949276888,21.67505667,26.48962,0.289391383
Lifr,0.289378285,6.027335568,2.729727849,0.016749183,0.191730796,-3.206835287,51.32745333,62.727974,0.289378285
Wdr73,0.288828315,2.772054845,2.140425301,0.051155831,0.31630364,-4.218458609,5.039821,6.1568858,0.288828315
Zfp746,0.288737644,2.878125543,2.702019554,0.017670618,0.195171195,-3.256149423,5.890564667,7.1957426,0.288737644
1500015A07Rik,0.288417092,1.156545756,0.819524354,0.426757052,0.742504908,-5.907784318,1.185871233,1.448304,0.288417092
5530601H04Rik,0.288402879,0.845400846,1.170839387,0.261969419,0.618340182,-5.572381226,0.7531466,0.91980854,0.288402879
Dpy19l4,0.288152819,1.998735281,1.671911548,0.117608833,0.447636125,-4.937300355,2.836070667,3.4630574,0.288152819
Ppp2r3c,0.288137026,1.983245649,2.158167515,0.049509827,0.31202193,-4.189445784,2.696339333,3.2923988,0.288137026
Prnp,0.288034503,5.27187702,2.523755346,0.02489079,0.226774288,-3.570033269,31.98270333,39.050104,0.288034503
Impdh2-ps,0.288018402,0.717731923,0.726306612,0.480087857,0.775750979,-5.97904402,0.503182733,0.61436704,0.288018402
Gba2,0.287559464,3.225571686,1.725660021,0.107271969,0.42923577,-4.860106957,7.178051,8.7613406,0.287559464
Mrpl40,0.287525218,4.683911329,3.835168008,0.001944484,0.072819247,-1.191866483,21.84409667,26.661698,0.287525218
Gpc3,0.28751526,0.52503074,0.472346922,0.644243827,0.861182222,-6.132118515,0.309145017,0.37732273,0.28751526
Macrod1,0.287208697,5.908186584,1.754251539,0.102106391,0.421845867,-4.818424731,49.93120333,60.9299,0.287208697
Cyb561d1,0.286904501,1.918699282,1.472587619,0.163851187,0.513082078,-5.209301821,2.473128,3.017265,0.286904501
Akr1d1,0.286890881,6.577205251,2.292970473,0.038530766,0.278077792,-3.965561225,79.91941,97.502338,0.286890881
Fam219a,0.286796028,2.267796143,1.491818388,0.158802766,0.506660226,-5.184095952,3.420660667,4.1729598,0.286796028
Septin4,0.28656651,2.758329771,1.633081473,0.125608806,0.461230027,-4.992091991,5.254130667,6.4086416,0.28656651
Efnb1,0.286519048,3.345840747,1.663302938,0.119343026,0.450573799,-4.949519412,8.540460667,10.4167472,0.286519048
Galnt15,0.286212791,0.974683968,0.550268082,0.591148366,0.836903083,-6.091710389,0.9662658,1.17829828,0.286212791
Lpar6,0.286059031,2.800284944,2.08818668,0.056302691,0.330209071,-4.303221882,5.619025667,6.851306,0.286059031
Dimt1,0.285922731,1.667716771,1.61477387,0.129541806,0.466060459,-5.017632978,1.980271333,2.4143266,0.285922731
Ldlrap1,0.285909399,3.600043856,1.967224717,0.070111366,0.363281061,-4.495461684,9.706657667,11.8341486,0.285909399
Ndufaf7,0.28553176,3.666722142,2.409837385,0.030915745,0.252429135,-3.767007787,9.706609667,11.8309928,0.28553176
Ablim2,0.285240859,1.044950718,0.993518204,0.337978347,0.682913184,-5.754382967,0.8346177,1.01707656,0.285240859
Samd14,0.285218173,1.021973105,0.777430899,0.450349608,0.755961887,-5.94093227,0.916231667,1.1165149,0.285218173
Rbm22,0.285124109,3.197549088,2.836063507,0.013629365,0.171640559,-3.016483307,7.342619,8.947092,0.285124109
Relch,0.285067116,2.279163397,2.029039212,0.062707139,0.347037514,-4.397952943,3.392558667,4.1337206,0.285067116
Crip3,0.284891129,2.126084388,1.127900507,0.279060822,0.633812452,-5.618718077,2.51249,3.0610126,0.284891129
Amer1,0.284809867,1.362498829,1.450241091,0.169886057,0.519561965,-5.238298778,1.425440433,1.73654238,0.284809867
2900026A02Rik,0.284504367,4.479575095,1.564971128,0.140783297,0.483863151,-5.086139857,20.07753,24.454266,0.284504367
Supt20,0.284375137,3.047505807,2.984488006,0.010209071,0.152378955,-2.748348526,6.390191,7.7825028,0.284375137
2310010J17Rik,0.284140289,3.347130957,1.480334242,0.161801567,0.510588708,-5.199176123,7.934882,9.6621822,0.284140289
Pfas,0.283934373,2.103148589,1.686211844,0.114776721,0.44133188,-4.916913367,2.850439333,3.4704402,0.283934373
Chmp6,0.283853061,3.701712713,2.000519766,0.066029215,0.35331859,-4.443135838,10.61676633,12.9252974,0.283853061
Nek8,0.28383084,1.833489602,1.736174068,0.105346176,0.426909307,-4.844828159,2.213351,2.694585,0.28383084
Pla2g15,0.28368936,4.172598839,1.459213603,0.167440985,0.517029241,-5.226694092,15.13845333,18.428098,0.28368936
Senp8,0.283574256,1.029985171,0.960033701,0.3539627,0.694885596,-5.785904572,0.951353767,1.15799424,0.283574256
Ppcdc,0.283395403,2.621849321,1.867442676,0.083760676,0.389560401,-4.649406004,4.438834333,5.4023094,0.283395403
Ly6a,0.283363409,3.177697723,0.458370504,0.653997329,0.866016671,-6.1387382,8.714792667,10.6061544,0.283363409
Gm22806,0.283357449,2.265501113,-0.368300982,0.718374826,0.893352311,-6.17675521,4.541463233,5.5270691,0.283357449
Trim25,0.283250659,5.409965022,2.21113995,0.044885069,0.297788395,-4.102175943,39.4035,47.95145,0.283250659
Klf11,0.282861728,2.502525793,1.615910048,0.129294657,0.465638992,-5.016053421,4.287755667,5.2165082,0.282861728
Zswim9,0.282853285,0.622886188,0.846578355,0.41202514,0.732636441,-5.885648787,0.4331056,0.52691568,0.282853285
Zfp931,0.282707894,1.882323745,1.364595147,0.194753812,0.548620213,-5.346435767,2.4403147,2.96858434,0.282707894
Shmt1,0.282630728,6.568582297,3.011994164,0.009675646,0.148414183,-2.698403691,82.62024,100.500166,0.282630728
Mrm3,0.282535376,3.016971224,1.41802897,0.178910723,0.531319593,-5.279534435,6.329539,7.6988118,0.282535376
Fhl1,0.282347898,1.82198928,1.348015418,0.199897001,0.554945731,-5.366805214,2.349936667,2.8579284,0.282347898
AV039307,0.282191025,0.454274235,0.478326046,0.640091893,0.859246107,-6.129227937,0.33274891,0.40463608,0.282191025
Tmem201,0.28214841,2.869558566,1.630269794,0.126206024,0.461273478,-4.99602687,5.600334,6.8100306,0.28214841
Slc25a48,0.282091587,3.106158728,1.071843178,0.302627821,0.653924092,-5.677062005,6.093827667,7.4098292,0.282091587
Zfp952,0.28202271,1.671237089,1.72442241,0.107500685,0.429485594,-4.861901639,1.969000333,2.3941044,0.28202271
Nsmaf,0.281930587,2.63631706,2.252866051,0.041530883,0.288209423,-4.032778727,4.678099333,5.6877304,0.281930587
Utp14a,0.281876779,2.694298189,2.394169463,0.031846353,0.255581206,-3.793845572,5.151222667,6.26273,0.281876779
Fbxl12,0.281825847,1.900632623,1.841465333,0.087687631,0.397811562,-4.688742725,2.336002333,2.839954,0.281825847
Magix,0.281811804,3.20215036,2.795963602,0.014732566,0.179356106,-3.088459806,6.770582667,8.2311374,0.281811804
Cep41,0.281750577,0.99716148,0.881362149,0.393584088,0.722843614,-5.85624588,0.879906767,1.06967546,0.281750577
Ints7,0.281593397,3.378585841,2.223341867,0.043878756,0.294102934,-4.0819405,8.864908,10.7756206,0.281593397
Soat2,0.281591348,5.531220255,1.696999933,0.112679895,0.437876908,-4.901460482,39.81724667,48.399254,0.281591348
Gm11944,0.281483383,0.64312894,0.322280905,0.752189542,0.907844556,-6.193047673,0.5897488,0.71680662,0.281483383
Slc25a40,0.281396712,0.977447848,1.01870086,0.326301986,0.674892714,-5.730066386,0.8618375,1.04745226,0.281396712
Zcchc10,0.280601669,2.269135498,0.912207477,0.377703907,0.712844906,-5.829295588,3.550609333,4.31293,0.280601669
Rnf220,0.28049973,2.721986573,2.369190064,0.033385477,0.260851535,-3.836497636,5.294789667,6.4311338,0.28049973
Smim8,0.280424266,3.106532947,2.029714352,0.062630391,0.346929907,-4.39687936,6.898444333,8.3785194,0.280424266
Rps6kc1,0.280202655,1.698154429,1.975596602,0.069063755,0.360045608,-4.482348207,2.014708333,2.4465922,0.280202655
Cep135,0.280151113,1.37011361,1.542157984,0.1462058,0.490933086,-5.117034923,1.515593767,1.84041896,0.280151113
Klra2,0.28011364,1.526222907,1.22737817,0.240708877,0.597070298,-5.509248211,1.882313767,2.28567578,0.28011364
Zfp810,0.280072411,1.594041559,1.420721908,0.178141323,0.530863701,-5.276112882,1.754272,2.130135,0.280072411
Crocc,0.280062543,0.755882086,0.833311356,0.419207132,0.736903777,-5.896584497,0.6056674,0.73543014,0.280062543
Cryab,0.27979642,2.477533337,1.605984161,0.131467643,0.469781291,-5.029827893,4.269543333,5.1833262,0.27979642
Thra,0.279758498,2.644412962,1.357531838,0.196931557,0.551328648,-5.355136389,4.560477333,5.5363814,0.279758498
Hmgn2-ps,0.279635133,2.05673569,0.919147051,0.374192577,0.710631796,-5.823119888,2.440983333,2.96308,0.279635133
3110056K07Rik,0.279630807,1.5099091,1.236079194,0.237560418,0.595043387,-5.499322559,1.6344471,1.98402952,0.279630807
Cfap418,0.279447015,2.390705034,1.793952939,0.095299577,0.41190447,-4.75985591,3.84902,4.6716694,0.279447015
Trmt11,0.279256211,1.534134629,1.479652567,0.161981057,0.510588708,-5.20006866,1.711275333,2.0767508,0.279256211
Loxl4,0.279189547,0.614648081,0.782958827,0.447205003,0.754755469,-5.936669599,0.452416633,0.54901346,0.279189547
Ap4m1,0.279176992,2.159924544,1.870980362,0.083238325,0.389116301,-4.644024619,3.250008667,3.9438934,0.279176992
Gorasp1,0.279132293,4.396079101,1.515517397,0.152762357,0.498786889,-5.152717679,17.55640667,21.304082,0.279132293
Gm31333,0.27901237,1.76247017,0.414360975,0.685135528,0.879382441,-6.158322076,2.408911,2.9228858,0.27901237
Kcnj8,0.278862398,1.90034397,1.051529543,0.31152308,0.660517951,-5.697591164,2.343706,2.8434728,0.278862398
Epn2,0.278764438,2.256958552,1.629381065,0.126395307,0.461273478,-4.9972697,3.549172333,4.3056978,0.278764438
Siva1,0.278650784,1.836453981,1.486282829,0.160242344,0.508878412,-5.191375131,2.067995333,2.5086022,0.278650784
Dync2i2,0.278611836,2.562695163,1.540204055,0.146678408,0.491057146,-5.119666614,4.054364667,4.9180544,0.278611836
Pxmp2,0.278522986,7.133365256,2.865700662,0.012866537,0.168208279,-2.963148805,121.9106,147.87176,0.278522986
Tmem191c,0.278365183,1.439668842,0.874616534,0.397116248,0.724553128,-5.862030293,1.400523667,1.6985828,0.278365183
Cwf19l1,0.278325285,3.285899065,2.414231529,0.030659449,0.251948416,-3.759469462,7.931982667,9.6197994,0.278325285
Dele1,0.278306094,4.737365987,2.690642342,0.018063112,0.197053635,-3.276360794,22.41845667,27.188434,0.278306094
Chd3,0.278262721,5.937660673,2.21133652,0.044868687,0.297788395,-4.101850343,55.02793,66.734222,0.278262721
Gabpa,0.278078672,4.061604556,2.729676515,0.016750846,0.191730796,-3.206926766,14.744389,17.8787356,0.278078672
Tigd2,0.277970655,3.078628561,2.083995122,0.05673583,0.331802059,-4.309979394,6.782987,8.2242914,0.277970655
Aagab,0.277898571,3.130161462,2.169881558,0.048450311,0.308709832,-4.170229996,6.719540333,8.146956,0.277898571
Zer1,0.277750838,2.664715019,1.816254816,0.091655951,0.405306046,-4.726612215,4.537109,5.5003528,0.277750838
Abcd2,0.277415819,1.059919169,0.35553147,0.727699797,0.896992403,-6.181489587,1.040888267,1.26157942,0.277415819
Sgk3,0.277385722,1.135522904,1.283308319,0.221033496,0.578262359,-5.444490168,1.1658029,1.41294922,0.277385722
Il11ra1,0.277382402,3.925825679,3.119757164,0.007839208,0.13556093,-2.502131988,12.69148333,15.382,0.277382402
Snapc3,0.277211706,1.587874785,1.702229664,0.111675572,0.436108827,-4.893946982,1.902471667,2.3055112,0.277211706
Trmt44,0.276987802,1.274188495,1.490120708,0.159243102,0.507487554,-5.186330405,1.334572567,1.61705142,0.276987802
Spsb2,0.276986868,4.111388404,2.556267709,0.023389707,0.219998857,-3.513263938,13.99975667,16.962968,0.276986868
Brd8,0.276956724,2.206515952,1.791167493,0.095763619,0.412326353,-4.763990795,3.312010667,4.0129524,0.276956724
Gpx6,0.276702905,1.517574335,0.445293023,0.663183591,0.869789266,-6.144757742,1.4044285,1.70135722,0.276702905
Palmd,0.276695656,3.666458448,1.371742888,0.192570109,0.545643814,-5.337596835,10.30456267,12.4831232,0.276695656
Wdr53,0.276681016,3.445928343,3.050425069,0.008976307,0.142659566,-2.628511122,9.015724,10.9216912,0.276681016
Miga2,0.276627339,4.450684971,1.630788973,0.126095562,0.461230027,-4.995300625,17.78988333,21.549948,0.276627339
Snupn,0.276453421,3.031848357,2.341219042,0.035192896,0.268458896,-3.884054488,6.247968,7.5676244,0.276453421
Gm18258,0.276347768,0.627037342,0.144089477,0.88756427,0.964993628,-6.235838605,0.591486033,0.71636352,0.276347768
Pecr,0.276283154,7.660854684,2.301259288,0.037936783,0.277261019,-3.951607573,174.0676333,210.80822,0.276283154
Fbxo5,0.276130966,0.939929665,0.682869788,0.506269834,0.793444138,-6.009544518,0.8436822,1.02165106,0.276130966
Ablim1,0.275514674,2.503268712,0.937306325,0.36511103,0.70411743,-5.806765589,4.195754,5.078649,0.275514674
Bcl2l12,0.275458451,2.809255086,1.792533616,0.095535779,0.412027398,-4.761963319,5.295021333,6.4089808,0.275458451
Hyi,0.275444763,5.050459225,1.417216302,0.179143451,0.531433919,-5.280566052,27.54792,33.343098,0.275444763
AW146154,0.275215342,1.430495379,1.332173405,0.204914054,0.561424035,-5.386093075,1.606728667,1.9444224,0.275215342
Qrsl1,0.275095812,1.782495223,1.878498119,0.082138048,0.387042113,-4.632569718,2.22567,2.6932264,0.275095812
Zfp62,0.274906781,2.360984253,2.029688524,0.062633326,0.346929907,-4.396920436,3.992695,4.8308252,0.274906781
